gene;p_val;avg_log2FC;pct.1;pct.2;p_val_adj
Bcl2a1b;0.051104374985075;-0.178164154689813;0.287;0.289;1
Mrpl33;0.000141037884379;-0.177944289740805;0.527;0.513;1
Reep5;9.76551240082284E-07;-0.1777690786572;0.604;0.592;0.031527956786057
Lyrm2;9.80670424644073E-09;-0.177199613734041;0.048;0.073;0.000316609446596
Xcl1;0.155509534969349;-0.175849267972637;0.019;0.016;1
Uqcc3;0.02019400981228;-0.175691786236052;0.204;0.214;1
Itga4;0.000109969858206;-0.174627067848678;0.592;0.577;1
Tap1;0.008350461129988;-0.174515867296986;0.337;0.342;1
2410006H16Rik;0.121794073260801;-0.173877783241696;0.369;0.359;1
Ypel3;0.274489707327026;-0.172828796962197;0.163;0.164;1
Eef1akmt1;9.09290842249685E-06;-0.172329034861454;0.076;0.097;0.293564548420311
Gm36738;1.19442428058523E-11;-0.172325428004085;0.016;0.036;3.85619878986943E-07
H2afz;9.83996951705189E-06;-0.172186791990063;0.86;0.825;0.31768341585802
Arhgap25;6.79933028466676E-06;-0.172046687464868;0.041;0.059;0.219516378240466
Prdx1;0.000127875191127;-0.171566991968795;0.569;0.547;1
Gm29243;6.65741924484751E-14;-0.171129919257011;0.013;0.034;2.14934780319902E-09
Mirt1;7.7778860146648E-05;-0.170614259184978;0.044;0.06;1
Vps28;0.344883327536217;-0.170484897077245;0.361;0.345;1
Trim12c;0.005637895263772;-0.169957603847295;0.073;0.085;1
Gm12216;0.0049633601951;-0.169309022670115;0.084;0.097;1
Peli1;0.056659041322829;-0.169263077169579;0.136;0.144;1
Kxd1;0.251647429346683;-0.168951445615698;0.225;0.225;1
Spata13;0.000422045780765;-0.168871466602164;0.079;0.096;1
Fam173a;0.024180010558401;-0.168652668901682;0.181;0.192;1
Arhgap4;1.86102918688705E-06;-0.168426037780748;0.041;0.06;0.060083327298648
E2f2;4.00658199415028E-05;-0.167873912712907;0.069;0.088;1
Usp3;0.083797433252075;-0.167417799851799;0.141;0.148;1
Grk6;0.002038876682018;-0.167077094165646;0.155;0.173;1
Gtf2a2;0.001868159209369;-0.166712349100836;0.109;0.125;1
Cd69;0.134828443492555;-0.166226031002225;0.143;0.148;1
Rab37;5.25530652026855E-12;-0.16618217316315;0.012;0.031;1.6966757100687E-07
Pglyrp2;1.1901678122674E-06;-0.165699295089442;0.061;0.083;0.038424567819053
Acot9;1.45516681810181E-06;-0.164577260503024;0.061;0.083;0.046980060722417
Nfatc3;0.024087897767647;-0.164520572187363;0.102;0.112;1
Sh3bgrl3;4.44702497709428E-16;-0.164395760310086;0.908;0.882;1.43572201385489E-11
Cebpzos;0.00144523097734;-0.164048997024998;0.083;0.098;1
H2-K1;5.33282159757929E-19;-0.164036100714184;0.969;0.957;1.72170145277847E-14
Gbp9;5.55267935187277E-06;-0.164034096110845;0.03;0.046;0.179268252875212
Gbp3;1.8278351335647E-06;-0.163878874210308;0.045;0.065;0.059011657287136
Sgk1;0.000216777083223;-0.163675059006734;0.046;0.06;1
Ipcef1;0.000675398747448;-0.163322514297712;0.082;0.099;1
Hopxos;3.90406134151326E-19;-0.162461093509108;0.005;0.026;1.26042620410756E-14
Crtam;3.5869455547354E-06;-0.162325055160447;0.04;0.058;0.115804537234632
Resf1;0.017790406755478;-0.161829042719857;0.138;0.15;1
Cry1;2.49474627322775E-13;-0.161512902563887;0.012;0.033;8.05428834311579E-09
Mrps21;0.109440919881177;-0.161420345873252;0.299;0.298;1
Dynll1;0.001092321540679;-0.16049512729187;0.548;0.531;1
Ptpn2;5.49822585229967E-05;-0.160159236275073;0.098;0.12;1
Sit1;8.33857042029228E-07;-0.160125868614317;0.048;0.068;0.026921074601914
Bst2;0.19909942168186;-0.160051629297132;0.28;0.277;1
Phf11c;3.29626659895928E-06;-0.159673021178442;0.031;0.048;0.1064199671474
Blvra;8.41647647503613E-06;-0.159459772624472;0.068;0.089;0.271725942996541
Ifit1;0.006660844388376;-0.15937494086881;0.034;0.043;1
Arhgap26;5.19547475850984E-05;-0.159328578060965;0.049;0.066;1
Acsbg1;0.000123163784171;-0.158193281673497;0.043;0.058;1
Mical1;0.090653756540399;-0.158129164531223;0.112;0.119;1
Arap2;0.003873337774047;-0.157987776911697;0.161;0.176;1
Zfp524;3.19138385399874E-06;-0.157623928725557;0.044;0.062;0.103033827726349
Itgb3bp;2.98639388511758E-06;-0.157433063321356;0.042;0.061;0.096415726581021
Trim12a;0.015750370601113;-0.156601024089564;0.115;0.127;1
Satb1;0.01655866427662;-0.155804197236056;0.13;0.142;1
Esyt1;0.0882170108354;-0.155732402998241;0.239;0.243;1
Traf3ip3;0.196776603882238;-0.155723622333765;0.187;0.19;1
Acot7;0.047746454131966;-0.155389016340039;0.138;0.147;1
Znrf2;0.021815849896882;-0.15536281634385;0.134;0.145;1
Slamf1;2.8243608441274E-13;-0.154590967566233;0.017;0.04;9.1184489852653E-09
Gpr68;9.45629714416742E-05;-0.154433811523785;0.038;0.053;1
Ggct;0.001477474262416;-0.154093211641706;0.074;0.088;1
Plaat3;0.153303423598505;-0.153799997551056;0.348;0.34;1
Pbrm1;0.000153937518868;-0.153705878860634;0.092;0.112;1
Hsd11b1;0.01670183229412;-0.153685214016238;0.25;0.26;1
Trim5;2.27786165109452E-05;-0.153522241007057;0.038;0.054;0.735407634055865
Clcn4;4.26027834783732E-05;-0.153179111926765;0.04;0.055;1
Def6;0.347227066680102;-0.152894477013377;0.192;0.192;1
Grap;0.291102346018439;-0.152577253418144;0.161;0.163;1
Phf11a;9.62901425695135E-05;-0.152402835321233;0.038;0.053;1
Supt20;0.012902043462518;-0.152222849910558;0.073;0.084;1
Popdc2;4.1245594162364E-13;-0.15195218597025;0.012;0.032;1.33161400753192E-08
Cklf;0.001160272128388;-0.151488374544442;0.076;0.091;1
Capg;0.139361399228964;-0.151469331706661;0.133;0.139;1
Gm14029;2.56270997460116E-10;-0.15136808960415;0.018;0.037;8.27370915299985E-06
Cdc25b;0.005093225249874;-0.151022986936694;0.045;0.056;1
Calr;0.052662458328552;-0.150996271643028;0.353;0.352;1
Rmnd5b;0.000640836747311;-0.150623128231271;0.055;0.07;1
Prr13;0.2234887734597;-0.150535608990358;0.452;0.427;1
Rab19;0.000295131698959;-0.150180018925111;0.083;0.101;1
Atp2a3;0.033842260981096;-0.150105475977065;0.071;0.08;1
Stk38;0.327486438960571;-0.149814497824933;0.131;0.133;1
Twf2;0.122473807694687;-0.149605397968571;0.176;0.182;1
Msn;0.062295312053561;-0.149303697137383;0.49;0.471;1
Rassf5;0.087917304268492;-0.149072143041335;0.137;0.144;1
Ifrd1;0.013542480899816;-0.149064945943722;0.078;0.089;1
Rpl24;2.79306687803318E-37;-0.149030317166738;0.996;0.992;9.01741641573011E-33
Trim59;4.3150142713782E-06;-0.148896043527818;0.035;0.052;0.139310235751445
Tcp11l2;0.0053550796193;-0.148604835845741;0.046;0.056;1
Fam102a;1.28324085834748E-05;-0.148495329392522;0.043;0.06;0.414294311117484
Lilr4b;9.18170859401438E-07;-0.148000789694918;0.017;0.031;0.029643146195775
Chmp5;0.223539703508864;-0.147988189931473;0.123;0.127;1
Calhm6;6.66665778023272E-06;-0.147205064214783;0.035;0.051;0.215233046434813
Pkp3;0.368913989208587;-0.147039595759302;0.204;0.202;1
Fam107b;0.65313939773042;-0.146928488393921;0.22;0.215;1
Dusp11;0.059072387087412;-0.14688484884144;0.226;0.233;1
Phlda1;3.47400821578918E-07;-0.146609669176234;0.032;0.051;0.011215835524675
Nabp1;0.020324356769378;-0.146593746042834;0.099;0.11;1
Rit1;2.29173547486711E-05;-0.146266543883876;0.034;0.05;0.739886798060846
Sash3;0.019693515889627;-0.146242763407157;0.106;0.117;1
Brd2;0.097059231910979;-0.145663064015882;0.117;0.123;1
Rnf125;0.006849375440402;-0.14550961954028;0.058;0.069;1
Kbtbd11;0.000148221012738;-0.145287573560705;0.033;0.046;1
Ddt;0.028332845589834;-0.144974101970049;0.231;0.242;1
Thap3;0.49008878528777;-0.144174219202009;0.135;0.136;1
Tmem238;1.19355484868629E-08;-0.144042841887078;0.033;0.054;0.000385339182898
Aprt;0.34372700669903;-0.143821870383687;0.42;0.401;1
Rpl9;2.13259190878988E-30;-0.143810305027088;0.986;0.977;6.88507297752811E-26
Hist1h1c;0.102061238565628;-0.14367786244844;0.125;0.132;1
Pfn1;1.39892470846772E-23;-0.143454348199986;0.978;0.965;4.51642842128802E-19
Cdc42ep3;0.018349992947642;-0.143432646043343;0.081;0.091;1
Mpc2;0.270320101153017;-0.143401876075743;0.264;0.262;1
Cbr1;2.7565710225457E-10;-0.142429145001934;0.019;0.038;8.8995895462888E-06
Rplp0;1.08848084196604E-49;-0.142059106760977;0.997;0.996;3.51416039828735E-45
Tapbpl;0.237813205894997;-0.141364730454255;0.158;0.161;1
Rnf114;0.080045577065753;-0.141192500768765;0.126;0.134;1
Kcnk7;1.11404267899507E-06;-0.141126028997979;0.021;0.035;0.035966867891356
Gm39323;1.46359587455246E-16;-0.14063186978675;0.003;0.021;4.72521928099263E-12
Fam53b;0.002717892060555;-0.139128448265416;0.064;0.077;1
Gbp8;1.70993931043817E-05;-0.138551688814992;0.024;0.038;0.552053906374963
Gm4070;3.4490626921036E-05;-0.138454223549156;0.023;0.036;1
Jakmip1;0.000204529253571;-0.138164704907647;0.037;0.051;1
Bcl11b;0.767804265016721;-0.138104717261599;0.175;0.171;1
Tgfbr2;0.082465181142871;-0.137876802021429;0.077;0.084;1
Grcc10;0.026346205112194;-0.137828877317418;0.514;0.496;1
Dguok;0.075434507953865;-0.13675626321246;0.111;0.119;1
Psmb10;0.037708806351657;-0.136717856270661;0.544;0.521;1
Frmd8;0.054429629831974;-0.136614444303972;0.078;0.086;1
Fdps;0.000167101085875;-0.13640825329146;0.074;0.092;1
Rfesd;1.41175006425952E-07;-0.136392110496102;0.025;0.043;0.004557835082462
Ndfip1;0.142866864998299;-0.136373233616379;0.481;0.459;1
Gpatch11;5.18010644934096E-05;-0.135473783104805;0.041;0.057;1
Ubb;2.33140015154845E-09;-0.135427313106747;0.869;0.855;7.52692538927417E-05
Rpl37a;3.11240755765069E-30;-0.135209702594134;0.997;0.995;1.00484077998753E-25
Prrc2b;0.147613723685618;-0.134847763904633;0.132;0.138;1
Cib1;0.382494372740479;-0.134664141825294;0.149;0.151;1
Dtx3l;0.017721608699723;-0.134465426989219;0.083;0.094;1
Gclm;2.22287029772296E-11;-0.134256449117954;0.016;0.036;7.17653675619859E-07
Npc2;0.070566123079238;-0.134204532324564;0.466;0.454;1
Susd3;0.008857730865221;-0.133849944397942;0.043;0.052;1
Tnfrsf18;0.081297312780328;-0.13384791980577;0.147;0.155;1
Sorl1;0.018086325972294;-0.133806976692013;0.055;0.065;1
Rap2a;0.001444550906154;-0.133675810758701;0.029;0.04;1
Shld1;5.78361087178977E-09;-0.132920407800288;0.016;0.032;0.000186723876996
Rdm1;0.001966851597288;-0.132727884366611;0.05;0.062;1
Trim26;0.024405048676358;-0.132291621256633;0.069;0.078;1
Mfng;0.037645191429432;-0.132187463524704;0.075;0.084;1
Rap1a;0.490314438610172;-0.131305117389653;0.392;0.373;1
Kcnn4;0.12343259743721;-0.130953803175763;0.106;0.113;1
Slc20a1;0.000278307265844;-0.130669394914475;0.037;0.05;1
Txndc5;0.719132467554163;-0.130544164009302;0.148;0.14;1
Washc3;0.062111927257096;-0.130313507586335;0.118;0.127;1
Psenen;0.768655023777478;-0.130273529571061;0.35;0.332;1
Erp44;0.11518610219526;-0.130141502115225;0.127;0.134;1
Trim30a;0.793150734723054;-0.130035029451017;0.129;0.127;1
Il7r;7.25750132908648E-06;-0.129837474408565;0.037;0.054;0.234308430409557
Smap1;0.98377688618308;-0.129831560803082;0.311;0.294;1
Il16;0.037081915909257;-0.129550478845955;0.08;0.089;1
Cd86;6.72952443838322E-11;-0.129353718498234;0.01;0.026;2.17262696493202E-06
Ifi208;0.001371516152966;-0.129311258657239;0.046;0.059;1
Selenok;0.301962343114118;-0.129295982850491;0.377;0.362;1
Ddx6;0.86776427425436;-0.128885682550962;0.175;0.168;1
Gm20559;0.073650073459952;-0.128567709204885;0.063;0.07;1
Rapgef6;0.298207648065194;-0.12846597083475;0.122;0.125;1
Prdx4;1.80653830428545E-05;-0.128200639312718;0.052;0.071;0.583240891538559
Hspa8;1.17276234987649E-08;-0.127789798133347;0.89;0.864;0.000378626324658
Scpep1;4.63652645624293E-12;-0.126563943535947;0.011;0.029;1.49690256639803E-07
Rap1gap2;0.002898563477515;-0.126511032496519;0.037;0.048;1
Elk4;0.068181215878593;-0.126337813324203;0.058;0.065;1
Smim15;0.024705285469343;-0.125927898086586;0.097;0.108;1
Sept6;0.199147535773453;-0.125870194134383;0.168;0.172;1
Ddx28;0.002896276015797;-0.125623124215805;0.05;0.062;1
Dpm3;0.608936718502584;-0.125614329634554;0.314;0.304;1
Hist1h1b;0.000335614645392;-0.125020389146936;0.142;0.118;1
Sp140;0.32033696950761;-0.12497079812345;0.094;0.097;1
Nosip;0.063665177369963;-0.124316187518426;0.103;0.112;1
Exosc4;0.025790988837602;-0.124226820960161;0.089;0.1;1
Gm20069;2.8409768734466E-11;-0.123749178331563;0.009;0.025;9.17209383592235E-07
Tnfrsf25;3.10727998383473E-13;-0.123735713369803;0.003;0.017;1.00318534278104E-08
Smim8;0.00123830808923;-0.123424046143867;0.061;0.075;1
Lpar6;1.00463001078646E-07;-0.123411213594358;0.013;0.027;0.003243447989824
Sigirr;0.003384347003478;-0.123219244522203;0.048;0.059;1
Stk17b;0.98646337026228;-0.123034718760769;0.304;0.291;1
F2rl2;6.39578720183363E-12;-0.122887337800925;0.005;0.019;2.06487989811199E-07
H2-T22;0.53852195814823;-0.122439908853264;0.366;0.352;1
Rps9;7.90450229957561E-26;-0.122149804387604;0.989;0.982;2.55196856741799E-21
Ldlrap1;1.3394144403863E-06;-0.121890175849852;0.011;0.023;0.043242995207872
Smim14;0.479892596630579;-0.12188006876129;0.134;0.135;1
Tespa1;3.81634207648059E-09;-0.12177478649628;0.012;0.027;0.000123210603939
Gimap1;0.031611404183082;-0.121695446659045;0.57;0.55;1
Hint3;0.196289336444898;-0.121064576785151;0.124;0.129;1
Selenom;1.00973327242535E-11;-0.120806242893302;0.008;0.025;3.25992387002524E-07
Ppp1r2;0.011690591362541;-0.120753243432306;0.096;0.109;1
Rbpj;2.23520851255686E-06;-0.120493403691089;0.033;0.05;0.072163706827898
Asap1;0.018039638023548;-0.120359695611817;0.039;0.048;1
Bcl2a1d;0.04917488985681;-0.120351599985871;0.077;0.086;1
Tomm6;0.248720683598054;-0.120272484603729;0.49;0.459;1
Bcor;0.000553987170848;-0.120219737482054;0.035;0.048;1
Serpini1;9.29292495122816E-11;-0.11997689737776;0.005;0.018;3.00022082050401E-06
Mbp;0.109062134607727;-0.119813882574984;0.055;0.061;1
Sh3gl1;0.210948877981043;-0.119773776584223;0.094;0.099;1
5830428M24Rik;3.90827748492962E-08;-0.119661754574729;0.016;0.032;0.00126178738601
Atg12;0.058729129962831;-0.119617051137527;0.073;0.081;1
Tpgs1;0.406682793185997;-0.119447837609804;0.12;0.122;1
3830406C13Rik;0.042251012162286;-0.118879549634046;0.088;0.097;1
Arl4d;5.54477533466007E-10;-0.118845750063583;0.007;0.021;1.790130716795E-05
Cmc1;0.855192954676192;-0.118804925782051;0.3;0.285;1
Fam189b;0.835813817054113;-0.118363425910824;0.174;0.17;1
Il27ra;0.010421357336547;-0.118332469345483;0.037;0.045;1
Plec;0.435162684469049;-0.118316513270476;0.142;0.144;1
Pecam1;0.00087621215626;-0.118087613778147;0.036;0.048;1
Ctnna1;5.30774274943723E-15;-0.117976682268528;0.005;0.023;1.71360474665581E-10
Selenot;0.035654704150698;-0.117623603327611;0.085;0.095;1
Adam17;0.268122370084117;-0.117594348888016;0.086;0.09;1
Bhlhe40;0.951160007311366;-0.117560891999211;0.214;0.206;1
Gpr55;4.60719734963432E-06;-0.117476240469932;0.026;0.041;0.148743366432944
Ubxn11;0.005913769057206;-0.117322630841885;0.055;0.067;1
Zfp386;1.92916151053506E-05;-0.117005749538523;0.033;0.048;0.622829793676246
Rnf13;5.58026218775111E-06;-0.116618965433547;0.017;0.029;0.180158764731544
Gm11110;0.00012926015765;-0.115693648235331;0.031;0.045;1
Tmub1;1.00756184436627E-09;-0.115392399088415;0.01;0.025;3.2529134145365E-05
Lysmd2;0.007565317343337;-0.115088835032466;0.04;0.05;1
Ildr1;0.000366013310532;-0.114466849160971;0.018;0.027;1
Ctcf;0.562329299772735;-0.114124216056385;0.185;0.184;1
B4galt1;0.076856069769481;-0.113986422389579;0.065;0.073;1
Cep97;0.032369280486729;-0.113474646688592;0.054;0.062;1
Cyba;4.19894958848657E-05;-0.113218564279494;0.84;0.81;1
Tpt1;4.44814908414314E-31;-0.112930975037957;0.999;0.999;1.43608493181561E-26
Ap1s2;0.003694159107205;-0.112679064191786;0.034;0.044;1
Cox17;0.084541152201891;-0.112556968020057;0.615;0.576;1
Tnip1;0.012344397808823;-0.112396333146515;0.04;0.049;1
Rps14;3.569771101622E-25;-0.112115549304724;0.998;0.996;1.15250060015866E-20
Cd274;0.000590424423491;-0.111662942007432;0.02;0.03;1
Rap2c;0.0220829807007;-0.111425281497438;0.058;0.068;1
Cox20;0.917869091004782;-0.111206318334336;0.23;0.223;1
Dhrs3;1.65284172980161E-11;-0.110939127010155;0.007;0.023;5.33619952466449E-07
Hbb-bs;0.53975739366388;-0.11083334936432;0.023;0.024;1
Sh2d3c;0.041900693305974;-0.110759390897833;0.046;0.053;1
Saysd1;0.000335698564205;-0.110750359166521;0.026;0.037;1
Tnfsf14;1.73307105177131E-10;-0.110635541264995;0.006;0.019;5.59521989064368E-06
1300002E11Rik;0.058261186433979;-0.110632716136392;0.071;0.079;1
Oard1;0.229946605516526;-0.110614923738519;0.092;0.097;1
Scml4;8.84120554000329E-07;-0.1104826534259;0.009;0.02;0.028543832085901
Commd6;0.893479776006346;-0.110202877473745;0.166;0.16;1
Tspan31;0.000313476876886;-0.11001026440073;0.036;0.049;1
Snx5;0.999952461301671;-0.109875034975399;0.25;0.241;1
Fbxl8;0.004294321652039;-0.109344082563011;0.035;0.045;1
Sept9;0.486614474543751;-0.109332024220341;0.173;0.174;1
Itm2b;0.003263793684178;-0.109033940855433;0.789;0.754;1
Irgm2;3.21275201163432E-05;-0.108857368547246;0.017;0.029;1
Ehmt2;0.010056998684699;-0.10848787624364;0.045;0.054;1
Slfn8;0.000927794400572;-0.108187182064852;0.038;0.05;1
Arhgef6;0.503947463598689;-0.108178145640246;0.097;0.099;1
Cmah;0.024329773996814;-0.10785918588391;0.053;0.062;1
Nsd3;0.57618917743987;-0.107205824873572;0.151;0.143;1
Rpa2;0.543124617366633;-0.107192672923158;0.277;0.259;1
Cd82;0.286320772930115;-0.106981248390553;0.193;0.196;1
Bcl9l;0.068428278709438;-0.105926367652869;0.039;0.045;1
2310033P09Rik;0.123113100742805;-0.105700587207905;0.077;0.084;1
Lilrb4a;5.1026211949564E-08;-0.105663178712825;0.01;0.023;0.001647381252792
Dnajb13;1.82233147692991E-05;-0.105644425769706;0.021;0.034;0.588339717326822
Ebp;0.479066887015377;-0.105575262863881;0.203;0.204;1
2010016I18Rik;1.07926885840901E-05;-0.105518782187545;0.013;0.025;0.348441950937348
Ube2c;0.196423774463687;-0.105240826898099;0.17;0.175;1
Dnajc14;6.71366581833156E-05;-0.105180454745344;0.024;0.037;1
Gprin3;6.71250565954788E-05;-0.105066769183876;0.02;0.032;1
Mdp1;0.987830134793412;-0.104976302031394;0.216;0.209;1
Nek7;0.05990808623841;-0.104786185538567;0.065;0.073;1
Vps51;0.018856326675091;-0.10459283466156;0.059;0.069;1
Mrpl9;0.755760624110214;-0.104512963545955;0.158;0.151;1
Ar;0.007728483816527;-0.104473232523353;0.035;0.044;1
Commd3;0.73839773803019;-0.104323911982113;0.224;0.219;1
Prrc2c;0.563929317553497;-0.103921063585169;0.309;0.289;1
Rnf167;0.032854320544391;-0.103911163949681;0.062;0.071;1
Atf7ip;0.428349821348233;-0.103752563321462;0.087;0.089;1
Hist2h2ac;0.0193148238447;-0.103735180770268;0.064;0.074;1
Prkcz;1.23012394608162E-08;-0.103717219138877;0.011;0.025;0.000397145515992
Zup1;0.326404161726602;-0.10369320019555;0.066;0.07;1
Tnrc6b;0.976488815367018;-0.103595775609636;0.121;0.119;1
Rab29;0.05700597900064;-0.103557703109413;0.043;0.05;1
Ncf1;0.001381881630377;-0.103115647879341;0.029;0.039;1
Socs1;0.00923935985857;-0.102853449368053;0.034;0.043;1
Trir;0.659345426687811;-0.102781928955193;0.368;0.344;1
Galnt3;2.27620619522492E-08;-0.102685699631206;0.009;0.022;0.000734873170128
Myl4;2.31201239766895E-06;-0.102636918116611;0.028;0.044;0.074643320258742
Tmem80;9.71165156148907E-05;-0.1025917016371;0.026;0.039;1
Paxx;0.766685555079512;-0.102532418643644;0.114;0.113;1
Lax1;0.565696567139951;-0.102519834900729;0.117;0.118;1
Btg1;0.65559000794724;-0.102377392944428;0.499;0.467;1
Irak3;2.15950386692309E-10;-0.102312448889409;0.006;0.019;6.97195823436121E-06
Usp48;0.339062023674422;-0.101870230145977;0.072;0.076;1
Gm19705;0.005479083472889;-0.101740838243657;0.042;0.053;1
Fam71b;4.45628673875376E-05;-0.10148385048951;0.026;0.039;1
Tyms;0.051196444414163;-0.101036931212185;0.101;0.111;1
Klrg1;0.728388296437441;-0.100974420459461;0.099;0.095;1
A430088P11Rik;5.6048702044403E-07;-0.100947517062841;0.011;0.024;0.018095323455036
Mgst3;1.70239184919081E-08;-0.100911491659615;0.011;0.025;0.000549617208511
Pdcd1;0.543555909443967;-0.100728646718705;0.176;0.177;1
Runx1;0.002773404794845;-0.100703458772796;0.037;0.048;1
Srpk1;0.48447378372326;-0.100512201766352;0.194;0.183;1
Rbm43;0.010016531268543;-0.100490549918941;0.053;0.063;1
Sla;0.477193808200906;-0.100206255559622;0.185;0.186;1
Psme2;0.136410185608395;-0.10016168161347;0.61;0.573;1
Arhgef3;0.009064799126881;-0.100121987208774;0.042;0.052;1
Pts;0.173770477036321;-0.099542827289438;0.117;0.123;1
Klrc2;0.042211323271711;-0.099540544745138;0.045;0.052;1
Ldah;0.001850135173313;-0.099453956986002;0.03;0.041;1
Dhrs1;0.586444014799778;-0.099440769871809;0.08;0.081;1
Rpl22l1;0.000589462506175;-0.099425870369954;0.758;0.715;1
Ifitm10;0.067414387962944;-0.098821409736533;0.05;0.057;1
Ogt;0.306929708117142;-0.098670660688577;0.203;0.187;1
Kdm7a;0.03278351161198;-0.09834569234791;0.032;0.039;1
Pacs1;0.286971924646993;-0.097904735646483;0.054;0.057;1
Krit1;0.996231259152635;-0.097787716232663;0.142;0.138;1
Ier5;0.783178020432816;-0.097738866352228;0.109;0.105;1
Agpat3;0.584762003352087;-0.097589359779;0.165;0.157;1
Evi2a;0.255796421130539;-0.097505112689774;0.058;0.062;1
Aven;0.425356504914566;-0.097502179146983;0.096;0.098;1
Gzmm;1.18937146006439E-08;-0.096997987432044;0.004;0.014;0.000383988575882
1700017B05Rik;0.060825330716053;-0.096918820863427;0.075;0.083;1
Churc1;0.599764078365596;-0.096918055322989;0.261;0.257;1
Hvcn1;0.000902035365076;-0.096851114615479;0.033;0.045;1
Ifit3b;5.09740727369599E-08;-0.096828601354696;0.004;0.015;0.001645697938313
Acoxl;5.18396401550669E-11;-0.096327398677938;0.009;0.025;1.67364278240634E-06
1810026B05Rik;0.247239169515097;-0.095913949472442;0.143;0.131;1
